,fic_iServiciosViviendaLuz,fic_iServiciosViviendaAgua,Postulaciones anteriores a la UNMSM,Edad,fic_iServiciosViviendaTelefono,Tipo de preparacion universitaria,Situacion Familiar,Ingreso mensual familiar,Pago mensual de colegio,Tipo de colegio de procedencia,ES INGRESANTE?
1529,1,1,2,19,0,0,0,3,3,0,SI
1530,1,1,1,17,0,0,0,3,0,0,SI
1531,1,1,1,20,0,2,0,2,0,1,SI
1532,1,1,1,18,0,3,4,3,0,1,SI
1533,1,1,1,19,1,0,1,3,1,1,SI
1534,1,1,1,18,1,0,0,1,0,1,SI
1535,1,1,1,18,1,1,4,3,0,1,SI
1536,1,1,1,19,0,0,0,3,3,0,SI
1537,1,1,2,20,1,4,1,0,0,1,SI
1538,1,1,3,20,1,0,0,2,3,0,SI
1539,1,1,2,22,1,1,4,1,1,1,SI
1540,1,1,2,19,1,0,0,3,2,1,SI
1541,1,1,2,17,1,4,0,1,0,1,SI
1542,1,1,4,22,1,4,0,0,3,0,SI
1543,1,1,0,24,1,1,0,0,3,0,SI
1544,1,1,2,20,1,2,0,3,3,0,SI
1545,1,1,4,20,1,0,4,3,3,0,SI
1546,1,1,2,19,1,0,3,1,0,1,SI
1547,1,1,1,18,0,3,0,3,0,1,SI
1548,1,1,0,20,0,4,0,2,0,1,SI
1549,0,0,0,16,0,0,0,3,3,1,NO
1550,1,1,2,20,1,0,0,1,0,1,SI
1551,1,1,3,18,1,1,0,3,2,1,SI
1552,1,1,4,20,1,1,1,1,0,1,SI
1553,1,1,2,17,1,1,0,3,0,1,SI
1554,1,1,3,21,1,1,0,0,0,1,SI
1555,1,1,2,19,1,1,0,1,3,0,SI
1556,1,1,3,19,0,1,0,3,3,0,SI
1557,1,1,4,19,0,1,0,2,3,0,SI
1558,1,1,4,21,1,1,1,0,3,0,SI
1559,1,1,2,20,1,1,0,1,0,1,SI
1560,1,1,2,17,1,1,0,3,2,1,SI
1561,1,1,0,17,1,0,0,3,0,1,SI
1562,1,1,3,19,1,0,4,1,0,1,SI
1563,1,1,2,19,0,0,4,3,3,0,SI
1564,1,1,2,19,0,0,4,4,0,1,SI
1565,1,1,3,29,0,0,1,3,3,0,SI
1566,1,1,4,20,0,0,4,3,3,0,SI
1567,1,1,1,18,1,0,3,3,0,1,SI
1568,1,1,2,19,0,0,0,3,3,0,SI
1569,1,1,2,18,1,0,0,1,3,0,SI
1570,1,1,2,21,1,0,4,0,3,0,SI
1571,1,1,3,19,0,1,0,3,3,0,SI
1572,1,1,2,18,1,1,4,0,3,0,SI
1573,1,1,0,17,1,0,0,1,1,1,SI
1574,1,1,2,18,1,0,0,0,1,1,SI
1575,1,1,4,21,1,0,0,0,0,1,SI
1576,1,0,1,18,0,0,4,3,3,0,SI
1577,1,1,4,22,0,0,4,3,0,1,SI
1578,1,1,1,19,0,0,0,3,0,1,SI
1579,1,1,0,19,1,0,3,3,1,1,SI
1580,1,1,2,17,1,0,4,0,1,1,SI
1581,1,1,2,19,1,4,0,1,3,0,SI
1582,1,1,3,19,1,1,0,1,0,1,SI
1583,1,1,0,17,1,2,0,1,0,1,SI
1584,1,1,2,19,1,0,1,1,0,1,SI
1585,1,1,2,19,1,0,0,0,0,1,SI
1586,1,1,0,17,0,0,0,0,0,1,SI
1587,1,1,2,22,0,0,4,3,3,0,SI
1588,1,1,0,16,1,2,0,1,0,1,NO
1589,1,1,1,19,1,0,0,3,3,0,SI
1590,1,1,2,24,0,3,4,2,3,1,SI
1591,1,1,2,18,1,0,4,3,3,0,SI
1592,1,1,4,20,0,0,0,3,3,0,SI
1593,1,1,1,18,1,0,4,1,0,1,SI
1594,1,1,0,19,1,0,4,3,0,1,SI
1595,1,1,3,20,1,0,4,0,0,1,SI
1596,1,1,0,17,0,4,4,3,3,0,SI
1597,1,1,1,18,1,0,0,0,0,1,SI
1598,1,1,2,18,1,1,0,1,0,1,SI
1599,1,1,1,18,1,1,0,3,3,0,SI
1600,1,1,3,20,1,1,0,0,0,1,SI
1601,1,1,4,21,1,1,0,0,3,0,SI
1602,1,1,2,19,1,1,4,1,2,1,SI
1603,1,1,3,18,0,1,4,3,3,0,SI
1604,1,1,4,18,1,1,0,1,3,0,SI
1605,1,1,1,19,0,0,0,3,3,0,SI
1606,1,1,2,17,0,2,0,3,0,1,SI
1607,1,1,2,19,1,0,4,3,0,1,SI
1608,1,1,2,33,0,4,0,3,3,0,SI
1609,1,1,2,19,1,0,0,3,0,1,SI
1610,1,1,1,22,1,0,0,3,3,0,SI
1611,1,1,2,19,0,0,0,1,0,1,SI
1612,1,1,4,20,1,1,4,0,0,1,SI
1613,1,1,4,19,1,1,0,3,0,1,SI
1614,1,1,1,18,1,0,1,2,3,0,SI
1615,1,1,0,18,1,0,0,3,0,1,SI
1616,0,0,1,21,0,2,0,3,3,0,NO
1617,1,1,2,18,1,1,4,3,0,1,SI
1618,1,1,0,16,1,3,0,0,0,1,SI
1619,1,1,4,19,1,0,4,3,1,1,SI
1620,1,1,4,25,1,1,1,3,3,1,SI
1621,1,1,2,18,1,0,4,3,3,0,SI
1622,1,1,2,18,1,0,1,3,3,0,SI
1623,1,1,0,18,0,0,0,4,3,0,SI
1624,1,1,2,19,1,0,0,2,3,0,SI
1625,1,1,1,20,1,0,0,3,0,1,SI
1626,1,1,3,19,1,0,0,1,2,1,SI
1627,1,1,3,19,1,0,4,1,1,1,SI
1628,1,1,0,18,1,0,4,3,0,1,SI
1629,1,1,0,18,1,0,4,1,3,0,SI
1630,1,1,0,16,1,2,0,1,2,1,NO
1631,1,1,2,18,1,0,0,1,0,1,SI
1632,1,1,1,17,0,0,1,1,0,1,SI
1633,1,1,1,20,0,0,0,3,1,1,SI
1634,1,1,4,18,0,1,0,1,3,0,SI
1635,1,1,2,18,1,1,0,1,2,1,SI
1636,1,1,4,24,1,4,4,0,3,1,SI
1637,1,1,2,18,1,0,0,3,3,0,SI
1638,1,1,1,18,1,0,0,3,2,1,SI
1639,1,1,1,19,0,0,0,1,1,1,SI
1640,1,1,1,19,1,0,0,0,3,0,SI
1641,1,1,1,19,0,0,0,0,3,0,SI
1642,1,1,2,19,0,0,0,1,0,1,SI
1643,1,1,2,19,1,0,0,3,3,0,SI
1644,1,1,2,19,1,0,0,3,3,0,SI
1645,1,1,3,19,1,0,0,2,3,0,SI
1646,1,1,0,16,0,4,4,3,1,1,SI
1647,1,1,0,19,1,0,0,1,0,1,SI
1648,1,1,1,18,0,0,2,2,3,0,SI
1649,1,1,2,19,0,2,0,0,3,1,SI
1650,1,1,2,19,0,0,0,1,3,0,SI
1651,1,1,1,19,1,0,4,4,3,0,SI
1652,1,1,2,18,0,1,0,1,0,1,SI
1653,1,1,3,20,0,1,0,0,3,0,SI
1654,1,1,4,21,0,1,2,1,3,0,SI
1655,1,1,4,20,0,1,1,2,3,0,SI
1656,1,1,3,17,0,1,0,1,0,1,SI
1657,1,1,3,19,1,1,0,1,1,1,SI
1658,1,1,3,17,1,1,0,1,0,1,SI
1659,1,1,4,20,1,1,4,2,1,1,SI
1660,1,1,2,19,1,1,4,2,3,0,SI
1661,1,1,2,19,0,1,4,3,0,1,SI
1662,1,1,2,19,1,0,0,3,3,0,SI
1663,1,1,4,21,1,0,4,3,3,0,SI
1664,1,1,1,18,1,4,1,3,1,1,SI
1665,1,1,2,19,1,0,0,1,3,0,SI
1666,1,1,4,27,1,0,0,1,2,1,SI
1667,1,1,2,21,1,1,0,4,3,0,SI
1668,1,1,2,19,1,0,4,2,0,0,SI
1669,1,1,2,18,1,0,1,4,0,1,SI
1670,1,1,3,19,1,0,0,0,0,1,SI
1671,1,1,0,17,1,0,0,3,3,0,SI
1672,1,1,2,18,1,1,0,0,0,1,SI
1673,1,1,3,19,1,1,3,1,0,1,SI
1674,1,1,4,21,0,1,0,3,3,0,SI
1675,1,1,2,20,0,1,0,2,3,0,SI
1676,1,1,2,19,1,0,0,3,0,1,SI
1677,1,1,0,17,1,2,0,1,1,1,SI
1678,1,1,1,20,1,0,4,3,3,0,SI
1679,1,1,3,21,0,0,0,2,3,0,SI
1680,1,1,0,19,0,0,2,2,0,1,SI
1681,1,1,0,17,1,4,4,0,1,1,NO
1682,1,1,2,20,0,0,0,0,3,0,SI
1683,1,1,1,19,1,0,0,0,0,1,SI
1684,1,1,0,19,0,0,0,2,3,0,SI
1685,1,1,2,19,0,1,0,3,3,0,SI
1686,1,1,1,18,1,0,4,2,3,0,SI
1687,1,1,0,21,1,4,0,1,0,1,SI
1688,1,1,4,21,1,1,2,1,3,0,SI
1689,1,1,2,18,1,0,4,3,0,1,SI
1690,1,1,2,21,1,0,4,3,3,0,SI
1691,1,1,2,17,1,0,0,1,0,1,SI
1692,1,1,4,20,1,2,0,0,0,1,SI
1693,1,1,1,19,1,0,0,0,3,0,SI
1694,1,1,2,19,1,1,0,0,3,0,SI
1695,1,1,2,18,0,0,4,3,0,1,SI
1696,1,1,3,19,1,0,0,3,3,0,SI
1697,1,1,1,19,1,0,0,1,3,0,SI
1698,1,1,2,20,1,0,0,1,0,1,SI
1699,1,1,2,17,1,1,0,3,3,0,SI
1700,1,1,3,17,1,1,4,1,1,1,SI
1701,1,1,4,19,0,1,0,1,0,1,SI
1702,1,1,4,20,1,1,3,1,3,0,SI
1703,1,1,4,19,0,1,0,1,0,1,SI
1704,1,1,4,20,0,1,4,3,3,0,SI
1705,1,0,3,21,0,1,1,4,3,0,SI
1706,1,1,2,21,0,1,0,0,0,1,SI
1707,1,1,4,20,1,1,0,0,1,1,SI
1708,1,1,2,20,0,0,1,2,3,0,SI
1709,1,1,4,20,1,1,0,0,0,1,SI
1710,1,1,3,19,1,0,0,3,1,1,SI
1711,1,1,2,18,1,0,4,1,0,1,SI
1712,1,1,2,19,0,0,2,4,3,0,SI
1713,1,1,0,17,1,0,0,1,0,1,SI
1714,1,1,0,16,1,4,0,1,0,1,SI
1715,1,1,4,22,1,1,0,3,0,1,SI
1716,1,1,3,19,1,0,0,3,3,0,SI
1717,1,1,3,25,0,0,0,1,0,1,SI
1718,1,1,2,19,1,4,0,3,3,0,SI
1719,1,0,4,21,0,0,0,0,3,0,SI
1720,1,1,4,24,0,1,3,1,3,0,SI
1721,1,1,3,20,0,0,0,3,0,1,SI
1722,1,1,3,17,1,4,0,0,0,1,SI
1723,1,1,1,18,1,0,1,3,3,0,SI
1724,1,1,4,20,0,0,4,4,0,1,SI
1725,1,1,2,19,0,0,0,0,3,0,SI
1726,1,1,0,19,1,0,4,3,3,0,SI
1727,1,1,4,26,1,4,2,1,0,1,SI
1728,1,1,0,16,0,0,0,2,0,1,SI
1729,1,1,4,20,1,1,0,0,0,1,SI
1730,1,1,3,19,1,4,0,2,3,0,SI
1731,1,1,0,18,0,0,0,1,1,1,SI
1732,1,1,3,28,0,1,4,3,0,1,SI
1733,1,1,3,18,1,0,0,0,3,1,SI
1734,1,1,0,20,0,0,4,3,3,0,SI
1735,1,1,1,17,1,0,0,1,0,1,SI
1736,1,1,1,17,0,4,0,0,1,1,SI
1737,1,1,1,17,0,0,4,3,3,0,SI
1738,1,1,2,20,1,0,0,0,3,0,SI
1739,1,1,2,19,1,0,0,1,3,0,SI
1740,1,1,0,16,0,3,0,2,1,1,SI
1741,1,1,1,18,1,0,0,3,3,0,SI
1742,0,0,0,16,0,2,0,3,3,1,NO
1743,1,1,0,17,1,0,0,4,3,0,SI
1744,1,1,1,20,1,0,0,0,3,0,SI
1745,1,1,1,19,1,1,1,2,0,1,SI
1746,0,0,0,16,0,3,0,3,3,1,NO
1747,1,1,3,19,1,0,0,0,0,1,SI
1748,1,1,1,18,1,4,4,2,0,1,SI
1749,1,1,4,18,1,4,0,3,3,1,SI
1750,1,1,0,17,1,1,0,1,0,1,SI
1751,1,1,1,17,1,0,4,3,3,0,SI
1752,1,1,2,19,0,0,0,3,3,1,SI
1753,1,1,2,18,1,0,0,3,2,1,SI
1754,1,1,3,20,1,1,4,3,0,0,SI
1755,1,1,2,17,1,0,0,0,0,1,SI
1756,1,1,3,19,0,0,0,0,3,0,SI
1757,1,1,0,18,1,0,0,1,0,1,SI
1758,1,1,3,21,0,0,0,0,3,0,SI
1759,1,1,1,17,1,0,0,2,0,1,SI
1760,1,1,2,21,1,1,4,1,2,1,SI
1761,1,1,3,20,1,1,0,0,3,0,SI
1762,1,1,2,19,1,1,0,3,3,0,SI
1763,1,1,2,17,1,1,2,1,0,1,SI
1764,1,1,4,18,0,1,1,3,3,0,SI
1765,1,1,3,18,1,1,2,3,0,1,SI
1766,1,1,4,20,1,1,0,1,0,1,SI
1767,1,1,2,19,1,1,0,1,1,1,SI
1768,1,1,2,19,1,1,0,3,3,0,SI
1769,1,1,3,17,0,1,0,1,2,1,SI
1770,1,1,3,19,0,1,4,3,3,0,SI
1771,1,1,2,18,1,1,0,3,3,0,SI
1772,1,1,4,22,0,0,0,3,3,0,SI
1773,1,1,2,19,0,0,0,2,3,0,SI
1774,1,1,3,19,1,4,3,3,3,0,SI
1775,1,1,0,16,1,3,4,2,0,1,SI
1776,1,1,0,17,0,0,4,2,0,1,SI
1777,1,1,0,16,0,0,0,0,0,1,SI
1778,1,1,2,19,1,1,4,3,3,0,SI
1779,1,1,1,18,1,0,0,1,2,1,SI
1780,1,1,0,17,0,0,0,3,2,1,SI
1781,1,1,0,16,0,2,0,3,0,1,SI
1782,1,1,2,18,0,0,4,4,3,0,SI
1783,1,1,3,20,1,4,0,3,3,0,SI
1784,1,1,0,22,0,0,4,0,3,0,SI
1785,1,1,3,18,1,1,0,4,0,1,SI
1786,1,1,1,19,1,0,0,1,0,1,SI
1787,1,1,2,20,1,0,0,0,3,0,SI
1788,1,1,2,18,1,0,0,0,3,0,SI
1789,1,1,0,17,1,0,0,1,0,1,SI
1790,1,1,4,18,1,4,0,0,0,1,SI
1791,1,1,0,16,1,0,0,1,2,1,SI
1792,1,1,3,19,1,0,0,0,3,0,SI
1793,1,1,1,19,0,0,4,4,3,0,SI
1794,1,1,2,20,0,0,4,1,3,0,SI
1795,1,1,2,20,1,0,0,1,3,0,SI
1796,1,1,0,17,1,0,0,1,1,1,SI
1797,1,1,4,20,1,0,0,1,3,0,SI
1798,1,1,2,19,1,0,0,3,1,1,SI
1799,1,1,2,17,0,0,0,3,3,0,SI
1800,1,1,1,17,1,1,0,0,1,1,SI
1801,1,1,0,16,1,4,0,1,0,1,SI
1802,1,1,2,18,1,0,0,1,1,1,SI
1803,1,1,4,20,1,0,1,2,3,1,SI
1804,1,1,1,18,1,0,4,0,0,1,SI
1805,1,1,0,18,1,0,0,1,0,1,SI
1806,1,1,1,17,1,1,0,3,0,1,SI
1807,1,1,2,20,1,0,4,3,3,0,SI
1808,1,1,1,20,1,0,0,0,0,1,SI
1809,1,1,1,18,0,0,4,1,3,0,SI
1810,1,1,4,21,1,0,0,3,3,0,SI
1811,1,1,2,19,1,1,0,1,0,1,SI
1812,1,1,1,19,1,0,0,3,3,0,SI
1813,1,1,1,17,0,0,0,3,0,0,SI
1814,1,1,0,18,1,0,4,3,2,1,SI
1815,1,1,0,18,0,0,0,0,3,1,SI
1816,1,1,1,18,1,0,0,1,0,1,SI
1817,1,1,1,20,0,0,0,2,3,0,SI
1818,1,1,1,18,1,1,0,1,2,1,SI
1819,1,1,2,17,1,1,1,0,0,1,SI
1820,1,1,1,17,1,1,0,2,3,0,SI
1821,1,1,3,19,1,1,0,2,0,1,SI
1822,1,1,4,21,1,1,0,3,0,1,SI
1823,1,1,2,20,1,1,0,3,0,1,SI
1824,1,1,1,18,1,1,0,3,3,0,SI
1825,1,1,4,20,1,1,4,0,3,0,SI
1826,1,1,3,33,1,1,2,1,3,0,SI
1827,1,1,3,18,1,1,3,1,1,1,SI
1828,1,1,2,19,1,1,0,1,1,1,SI
1829,1,1,4,21,1,1,4,4,0,1,SI
1830,1,1,4,19,1,1,4,3,3,1,SI
1831,1,1,2,19,1,1,0,3,3,0,SI
1832,1,1,4,19,1,0,0,1,3,0,SI
1833,1,1,1,19,1,0,4,1,3,0,SI
1834,1,1,3,20,0,4,0,0,3,0,SI
1835,1,1,4,28,1,0,3,0,3,0,SI
1836,1,1,1,18,0,0,1,3,3,0,SI
1837,1,1,3,19,0,0,4,2,3,0,SI
1838,1,1,0,17,1,0,0,3,0,1,SI
1839,1,1,2,22,1,4,1,0,0,1,SI
1840,1,1,2,19,0,0,0,3,3,0,SI
1841,1,1,0,16,1,3,0,1,2,1,SI
1842,1,1,1,19,1,0,0,1,1,1,SI
1843,1,1,1,18,1,0,0,0,3,0,SI
1844,1,1,2,19,0,0,4,4,3,0,SI
1845,1,1,0,18,1,0,1,0,2,1,SI
1846,1,0,4,22,0,0,4,4,3,0,SI
1847,1,1,2,18,1,0,0,1,1,1,SI
1848,1,1,0,17,0,0,0,2,0,1,SI
1849,1,1,3,20,0,0,4,2,0,1,SI
1850,1,1,0,18,1,0,1,0,3,0,SI
1851,1,1,1,18,1,0,0,3,3,0,SI
1852,1,1,1,21,1,0,4,3,3,1,SI
1853,1,1,0,17,0,0,0,4,3,1,SI
1854,1,1,4,21,1,1,4,1,3,0,SI
1855,1,1,0,19,1,0,4,3,3,0,SI
1856,1,1,2,28,1,1,4,3,3,0,SI
1857,1,1,0,21,1,0,0,1,3,0,SI
1858,1,1,1,19,1,0,1,0,0,1,SI
1859,1,1,0,18,0,0,0,2,3,0,SI
1860,1,1,1,17,0,0,0,0,0,1,SI
1861,1,1,4,20,1,0,4,2,3,0,SI
1862,1,1,1,27,1,0,0,1,0,1,SI
1863,1,1,1,17,1,1,0,1,1,1,SI
1864,1,1,0,18,1,0,0,0,0,1,SI
1865,1,1,2,20,0,2,4,2,3,0,SI
1866,1,1,2,19,0,0,0,2,3,0,SI
1867,1,1,2,19,0,0,0,0,0,1,SI
1868,1,1,2,20,1,0,4,3,3,0,SI
1869,1,1,0,17,1,0,4,0,0,1,SI
1870,1,1,0,19,1,4,0,1,0,1,SI
1871,1,1,4,19,1,0,0,1,1,1,SI
1872,1,1,0,17,1,4,0,3,1,1,SI
1873,1,1,2,17,0,4,4,3,0,1,SI
1874,1,1,3,18,1,0,0,0,0,1,SI
1875,1,0,2,29,0,4,0,0,3,0,SI
1876,1,1,1,17,1,0,1,0,3,0,SI
1877,1,1,0,17,0,0,4,3,0,1,SI
1878,1,1,0,18,1,0,0,0,0,1,SI
1879,1,1,3,20,1,0,0,1,0,0,SI
1880,1,1,2,19,1,1,0,1,0,1,SI
1881,1,1,0,17,1,0,4,0,1,1,SI
1882,1,1,2,18,1,0,4,0,3,0,SI
1883,1,1,4,29,1,0,0,0,3,0,SI
1884,1,1,3,20,0,0,4,2,3,0,SI
1885,1,1,2,18,1,1,0,1,2,1,SI
1886,1,1,1,18,1,0,4,0,3,0,SI
1887,1,1,1,18,1,0,0,0,0,1,SI
1888,1,1,0,17,1,4,0,3,3,0,SI
1889,1,1,2,19,1,0,4,3,3,0,SI
1890,1,1,1,19,1,0,4,2,3,0,SI
1891,1,1,2,18,1,0,0,1,3,0,SI
1892,1,1,0,18,1,0,0,0,3,0,SI
1893,1,0,3,20,0,0,0,3,3,0,SI
1894,1,1,2,19,0,0,0,2,3,0,SI
1895,1,1,0,18,1,0,0,3,0,1,SI
1896,1,1,0,21,1,0,4,2,3,0,SI
1897,1,1,0,18,1,0,0,1,3,0,SI
1898,1,1,2,27,0,0,0,0,3,0,SI
1899,1,1,3,18,1,1,0,3,0,0,SI
1900,1,1,0,18,1,0,4,3,0,1,SI
1901,1,1,0,17,1,0,0,0,1,1,SI
1902,1,1,2,18,1,0,4,0,3,0,SI
1903,1,1,2,18,1,0,4,3,3,0,SI
1904,1,1,3,18,1,1,0,3,0,1,SI
1905,1,1,1,22,1,4,0,0,0,1,SI
1906,1,1,0,17,1,4,0,1,2,1,NO
1907,1,1,3,19,1,4,0,3,3,0,SI
1908,1,1,2,19,0,0,0,3,3,0,SI
1909,1,1,2,18,1,1,0,0,0,1,SI
1910,1,1,2,18,1,0,0,3,3,0,SI
1911,1,1,1,19,1,0,4,3,0,1,SI
1912,1,1,1,20,0,0,4,3,0,1,SI
1913,1,1,4,21,1,1,0,1,0,1,SI
1914,1,1,0,17,1,4,4,4,0,1,NO
1915,1,1,0,17,1,0,0,1,1,1,SI
1916,1,1,2,18,0,0,0,3,3,0,SI
1917,1,1,2,19,1,0,0,3,3,0,SI
1918,1,1,0,17,1,0,0,1,1,1,SI
1919,1,1,2,18,1,0,0,0,0,1,SI
1920,1,1,0,18,1,0,4,0,0,1,SI
1921,1,1,2,19,1,1,0,3,3,0,SI
1922,1,1,2,17,1,0,0,1,0,0,SI
1923,1,1,0,17,0,0,0,3,3,0,SI
1924,1,1,0,17,0,4,0,0,1,1,SI
1925,1,1,1,18,1,4,0,0,3,0,SI
1926,1,1,1,18,1,0,4,3,3,0,SI
1927,1,1,1,18,0,0,0,1,0,1,SI
1928,1,1,1,18,1,0,0,0,3,0,SI
1929,1,1,1,17,1,0,4,3,3,1,SI
1930,1,1,1,18,1,0,4,3,3,0,SI
1931,1,1,1,19,1,0,0,3,3,0,SI
1932,1,1,2,18,0,0,4,3,0,1,SI
1933,1,1,1,19,1,0,0,3,3,0,SI
1934,1,1,2,18,1,1,4,0,2,1,SI
1935,1,1,1,18,0,0,4,3,3,0,SI
1936,1,1,0,17,0,0,4,3,0,1,SI
1937,1,1,1,19,0,0,0,2,3,0,SI
1938,1,1,2,19,1,0,0,1,2,1,SI
1939,1,1,1,19,0,0,0,2,3,0,SI
1940,1,1,3,19,1,0,0,1,3,0,SI
1941,1,1,2,18,1,0,3,3,0,1,SI
1942,1,1,2,18,1,0,4,0,0,1,SI
1943,1,0,2,20,0,0,0,3,3,0,SI
1944,1,1,1,18,0,0,4,2,3,0,SI
1945,1,1,1,19,1,0,0,0,3,0,SI
1946,1,1,0,18,0,0,4,2,3,0,SI
1947,1,1,0,17,1,4,0,0,0,1,SI
1948,1,1,0,18,0,0,0,2,3,0,SI
1949,1,1,0,26,1,4,0,3,3,1,SI
1950,1,1,2,19,1,0,0,2,3,0,SI
1951,1,1,0,18,1,1,4,3,3,0,SI
1952,1,1,0,16,1,4,0,0,2,1,SI
1953,1,1,1,18,1,0,0,1,0,1,SI
1954,1,1,0,17,1,1,4,3,2,1,SI
1955,1,1,1,19,0,0,4,2,3,0,SI
1956,1,1,2,19,1,0,0,2,3,0,SI
1957,1,1,2,17,1,1,0,2,2,1,SI
1958,1,1,1,20,1,0,4,3,3,0,SI
1959,1,1,0,18,1,0,0,1,0,1,SI
1960,1,1,0,18,1,0,0,3,3,0,SI
1961,1,1,0,17,1,0,0,1,1,1,SI
1962,1,1,1,18,1,0,1,3,2,1,SI
1963,1,1,0,17,0,0,4,0,3,1,SI
1964,1,1,1,17,0,0,0,0,0,1,SI
1965,1,1,1,18,1,0,0,1,2,1,SI
1966,1,1,2,18,1,0,0,1,0,1,SI
1967,1,1,4,22,0,0,4,3,3,0,SI
1968,1,1,1,18,0,0,0,2,1,1,SI
1969,1,1,1,17,1,1,0,1,2,1,SI
1970,1,1,2,18,1,0,0,3,3,0,SI
1971,1,1,2,19,1,0,0,1,0,1,SI
1972,1,1,0,17,1,4,0,0,2,1,SI
1973,1,1,0,22,0,4,0,3,3,0,SI
1974,1,1,1,18,1,0,4,3,0,1,SI
1975,1,1,0,18,1,0,0,0,3,0,SI
1976,1,1,0,18,0,0,0,4,2,0,SI
1977,1,1,4,19,1,4,4,1,1,1,SI
1978,1,1,0,17,0,0,0,1,0,1,SI
1979,1,1,3,18,1,0,1,1,3,0,SI
1980,1,1,0,18,1,0,4,0,2,1,SI
1981,1,1,0,17,1,4,4,1,1,1,NO
1982,1,1,1,19,0,0,4,3,3,0,SI
1983,1,1,1,25,0,4,0,3,0,1,SI
1984,1,1,4,20,0,0,4,3,3,0,SI
1985,1,0,2,18,0,0,0,3,3,0,SI
1986,1,1,1,21,1,1,0,1,0,1,SI
1987,1,1,4,19,1,1,0,0,3,0,SI
1988,1,1,2,17,1,1,4,2,0,1,SI
1989,1,1,0,18,0,1,4,3,1,1,SI
1990,1,1,3,20,0,1,4,0,3,0,SI
1991,1,1,4,21,1,1,0,1,0,1,SI
1992,0,1,1,21,0,1,4,3,3,0,SI
1993,1,1,0,17,1,0,0,1,3,0,SI
1994,1,1,1,19,1,0,0,3,3,0,SI
1995,1,1,1,19,1,0,0,3,3,0,SI
1996,1,1,0,17,1,0,0,2,0,1,SI
1997,1,1,0,17,1,0,0,1,1,1,SI
1998,1,1,2,19,0,0,0,3,3,0,SI
1999,1,1,1,18,1,0,4,0,1,1,SI
2000,1,1,1,18,0,1,3,3,3,0,SI
2001,1,1,0,17,0,0,4,2,3,1,SI
2002,1,1,0,18,1,0,4,1,2,1,SI
2003,1,1,0,17,1,1,0,0,3,1,SI
2004,0,0,0,16,0,0,0,3,3,0,NO
2005,1,1,1,18,0,0,0,1,3,0,SI
2006,1,1,1,18,0,1,4,3,0,1,SI
2007,1,1,3,20,0,0,0,1,3,0,SI
2008,1,1,1,17,1,1,4,3,3,0,SI
2009,1,1,3,20,0,1,0,0,3,0,SI
2010,1,1,0,18,1,0,0,0,3,0,SI
2011,1,1,0,18,1,1,0,1,0,1,SI
2012,1,1,4,20,1,4,4,3,0,1,SI
2013,1,1,2,18,1,0,0,1,0,1,SI
2014,1,1,1,18,0,0,4,4,3,0,SI
2015,1,1,1,19,1,0,0,3,3,0,SI
2016,1,1,0,17,1,4,0,1,2,1,SI
2017,1,1,2,20,0,0,0,0,3,0,SI
2018,1,1,0,20,1,0,0,0,3,0,SI
2019,1,1,0,17,0,0,0,2,3,0,SI
2020,1,1,1,17,0,0,0,0,3,0,SI
2021,1,1,0,16,1,4,0,1,0,1,SI
2022,1,1,2,18,1,0,0,3,3,0,SI
2023,1,1,0,19,1,0,1,3,0,1,SI
2024,1,1,2,20,1,0,1,3,0,1,SI
2025,1,1,0,17,1,2,0,3,2,1,SI
2026,1,1,0,18,1,0,4,4,3,0,SI
2027,1,1,2,21,1,0,0,0,0,1,SI
2028,1,1,3,19,1,0,4,3,3,0,SI
2029,1,1,1,19,1,4,4,0,0,1,SI
